name;brand;type;rating_value;rating_count;year;segment;perfumers;families;top_notes;middle_notes;bottom_notes;users_notes;url
Cosmic Pepper;Mancera;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'wood', 'floral', 'east', 'aromatic'];['lemon', 'pink-pepper', 'sage', 'tangerine'];['pepper', 'oud', 'damask-rose-rosa-damascena'];['white-musk', 'tonka-bean', 'dubovyj-moh', 'labdanum', 'ambergris'];['dubovyj-moh', 'lemon', 'pink-pepper', 'tangerine', 'damask-rose-rosa-damascena'];https://aromo.ru/fragrance/mancera-cosmic-pepper-perfume-water-eau-de-parfum-2424240/
Bella Absolu;Baldessarini;Парфюмерная вода;5,0;2 оценки;;;[];['fruit', 'floral'];['black-currant', 'kalendula-ili-nogotki', 'mandarin', 'pink-grapefruit'];['gardenija', 'rose'];['musk', 'orcanox', 'voda'];['mandarin', 'musk', 'rose', 'pink-grapefruit'];https://aromo.ru/fragrance/baldessarini-bella-absolu-perfume-water-eau-de-parfum-2418608/
Rise;Akro;Парфюмерная вода;5,0;2 оценки;;;[];['fruit', 'floral', 'gourmet'];['ananas', 'kokosovoe-molochko', 'pino-kalada'];['frangipani', 'toffee', 'tiare'];['sandal'];['kokosovoe-molochko', 'pino-kalada', 'ananas', 'frangipani', 'toffee'];https://aromo.ru/fragrance/akro-rise-perfume-water-eau-de-parfum-2428901/
Beso Dorado;Beso Beach;Парфюмерная вода;5,0;2 оценки;;;[];['fern', 'east'];['grapefruit', 'lavender', 'juniper', 'pink-pepper'];['geranium', 'cypress', 'cinnamon'];['labdanum', 'pachuli', 'saffron', 'vetiver'];[];https://aromo.ru/fragrance/beso-beach-beso-dorado-perfume-water-eau-de-parfum-2422593/
A Fleur de Pêche;L'Artisan Parfumeur;Парфюмерная вода;5,0;2 оценки;;;[];['fruit', 'floral'];['bergamot', 'peach', 'pink-pepper'];['rose', 'jasmine'];['tonka-bean', 'pachuli', 'ambergris'];['bergamot', 'pachuli', 'peach', 'pink-pepper'];https://aromo.ru/fragrance/lartisan-parfumeur-a-fleur-de-peche-perfume-water-eau-de-parfum-2422934/
The Best Bro's One Way;Faberlic;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'east'];['bergamot', 'cardamom'];['cloves', 'cinnamon', 'chernyy-chay'];['tonka-bean', 'moloko', 'musk', 'tabak', 'vanil'];['bergamot', 'cloves', 'cardamom', 'cinnamon', 'chernyy-chay', 'musk', 'tabak', 'vanil'];https://aromo.ru/fragrance/faberlic-the-best-bro_s-one-way-perfume-water-eau-de-parfum-2410408/
Zafar;Omanluxury;Парфюмерная вода;5,0;2 оценки;;;[];['wood', 'floral', 'east'];['bergamot', 'grapefruit', 'jabloko', 'rose', 'pink-pepper'];['apelsinovyj-cvet-flerdoranzh', 'iris', 'cinnamon', 'ladan', 'lily-of-the-valley', 'jasmine'];['ambra', 'tonka-bean', 'moss', 'musk', 'pachuli', 'sandal', 'oud', 'vanil', 'vetiver'];[];https://aromo.ru/fragrance/omanluxury-zafar-perfume-water-eau-de-parfum-1565011/
Lilac of Riga;Dzintars;Парфюмерная вода;5,0;2 оценки;;;[];['sweet', 'fruit', 'floral'];['cyclamen', 'citruses', 'siren'];['geliotrop', 'pachuli', 'sliva', 'jasmine'];['ambra', 'cinnamon', 'labdanum', 'sandal', 'tabak'];['citruses', 'geliotrop', 'sandal', 'siren'];https://aromo.ru/fragrance/dzintars-lilac-of-riga-perfume-water-eau-de-parfum-2415025/
Highgrove Bouquet;Penhaligon's;Парфюмерная вода;5,0;2 оценки;;;[];['wood', 'floral'];['geranium', 'lavender'];['mimosa', 'tuberoza'];['iris', 'kedr'];['mimosa', 'geranium', 'kedr', 'tuberoza'];https://aromo.ru/fragrance/penhaligons-highgrove-bouquet-perfume-water-eau-de-parfum-2413185/
Hasu;Boadicea the Victorious;Парфюмерная вода;5,0;2 оценки;;;[];['floral', 'east', 'aromatic'];['cypress', 'lavender', 'list-fialki', 'mandarin', 'saffron', 'sage'];['iris', 'nutmeg', 'osmantus', 'seno', 'damask-rose-rosa-damascena'];['ambra', 'moss', 'musk', 'pachuli', 'pepper', 'fir-resin'];[];https://aromo.ru/fragrance/boadicea-the-victorious-hasu-perfume-water-eau-de-parfum-2417830/
Citrus Poetry;Les Sœurs de Noé;Парфюмерная вода;5,0;2 оценки;;;[];['citrus', 'spicy', 'floral'];['ginger', 'lemon', 'pepper'];['orange', 'jabloko', 'jasmine'];['ambra', 'moss'];['orange', 'lemon', 'ginger', 'jabloko', 'pepper', 'jasmine'];https://aromo.ru/fragrance/les-soeurs-de-no-citrus-poetry-perfume-water-eau-de-parfum-2415201/
Brillant Nuage D'Or;Brocard;Парфюмерная вода;5,0;2 оценки;;;[];['fruit', 'floral'];['dyna', 'grusha'];['frezija', 'lily-of-the-valley', 'tuberoza'];['musk', 'vanil', 'virginia-cedar'];['grusha', 'musk', 'tuberoza', 'vanil'];https://aromo.ru/fragrance/brocard-brillant-nuage-d_or-perfume-water-eau-de-parfum-2417633/
Nº 146 A Moment of Bliss;Stradivarius;Туалетная вода;5,0;2 оценки;;;[];['fruit', 'floral', 'gourmet'];[];['karamel', 'cotton', 'kokos', 'krasnye-frukty'];[];['karamel'];https://aromo.ru/fragrance/stradivarius-no-146-a-moment-of-bliss-toilet-water-eau-de-toilette-2418815/
Hibiscus Mahajadi;Maison Crivelli;Духи / Экстракт;5,0;2 оценки;;;[];['fruit', 'floral', 'east'];[];['kozha', 'vanil', 'damask-rose-rosa-damascena'];[];['vanil', 'damask-rose-rosa-damascena'];https://aromo.ru/fragrance/maison-crivelli-hibiscus-mahajadi-perfume-water-eau-de-parfum-2399478/
Twice Rosa;Iceberg;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'fruit', 'floral'];['black-currant', 'pink-grapefruit'];['carrot-seeds', 'jasmine'];['kedr', 'musk', 'carrot-seeds'];[];https://aromo.ru/fragrance/iceberg-iceberg-twice-rosa-for-her-perfume-water-eau-de-parfum-2399876/
Worship;Bath House;Духи / Экстракт;5,0;2 оценки;;;[];['east'];['bergamot', 'ginger', 'cinnamon-leaf'];['black-vanilla', 'cloves', 'mod'];['tonka-bean', 'pachuli', 'tabak', 'vanil'];[];https://aromo.ru/fragrance/bath-house-worship-perfume-extract-parfum-extrait-de-parfum-911777/
Queen Of The Sea;New Notes;Духи / Экстракт;5,0;2 оценки;;;[];['wood', 'floral', 'sea'];['lemon', 'morskije-noty', 'neroli', 'pink-grapefruit'];['geranium', 'magnolija', 'rose'];['ambra', 'precious-woods', 'musk', 'pachuli'];['geranium', 'lemon', 'magnolija', 'pachuli'];https://aromo.ru/fragrance/new-notes-queen-of-the-sea-perfume-extract-parfum-extrait-de-parfum-2405845/
UD Ikat;UER MI;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'wood', 'balsamic'];['bergamot', 'elemi', 'pink-pepper'];['nagarmota', 'cinnamon', 'pachuli', 'rose', 'vetiver'];['amyris', 'tonka-bean', 'gurjan-balm', 'kedr', 'sandal', 'oud', 'madagascan-vanilla', 'ambrocenide'];['tonka-bean', 'oud', 'vetiver', 'madagascan-vanilla', 'bergamot', 'elemi', 'cinnamon', 'pachuli', 'rose', 'pink-pepper'];https://aromo.ru/fragrance/ud-ikat/
Reckless Pour Femme Essence De Parfum;Roja Parfums;Парфюмерная вода;5,0;2 оценки;;;[];['floral', 'east'];['orange', 'bergamot', 'mandarin'];['geranium', 'neroli', 'jasmine', 'may-rose-rosa-centifolia'];['benzoin', 'coriander', 'cinnamon', 'musk', 'pink-pepper', 'sandal', 'styrax', 'vanil'];['orange', 'musk', 'jasmine', 'may-rose-rosa-centifolia'];https://aromo.ru/fragrance/reckless-pour-femme-essence-de-parfum/
Rosa Limone;New Notes;Духи / Экстракт;5,0;2 оценки;;;[];['wood', 'floral'];['bergamot', 'grapefruit', 'lemon', 'mandarin', 'morskije-noty'];['geranium', 'ilang-ilang', 'iris', 'rose', 'jasmine'];['ambra', 'ambretta', 'pachuli', 'sandal', 'oud'];['ambretta', 'iris', 'lemon', 'mandarin', 'rose'];https://aromo.ru/fragrance/new-notes-rosa-limone-perfume-extract-parfum-extrait-de-parfum-2405846/
Immortelle black;Incarna Parfums;Духи / Экстракт;5,0;2 оценки;;;[];['east', 'balsamic'];[];['ambra', 'artemizija-polyn', 'immortelle', 'guajak', 'gurjan-balm', 'cashmeran', 'kastoreum', 'mindal', 'moss', 'peruvian-balsam', 'seno', 'resins', 'suhofrukty', 'toluansky-balm'];[];['artemizija-polyn', 'immortelle', 'guajak', 'kastoreum', 'resins', 'suhofrukty', 'toluansky-balm'];https://aromo.ru/fragrance/incarna-parfums-immortelle-black-perfume-extract-parfum-extrait-de-parfum-2399810/
Faith Is;Bath House;Парфюмерная вода;5,0;2 оценки;;;[];['east', 'wood'];['saffron', 'oud', 'jasmine'];['tonka-bean', 'myrrh'];['ambra', 'sandal'];[];https://aromo.ru/fragrance/bath-house-faith-is-perfume-extract-parfum-extrait-de-parfum-911689/
Чаровница;Ладаника;Духи / Экстракт;5,0;2 оценки;;;[];['sweet', 'floral'];[];['akacija', 'bojaryshnik', 'violet', 'linden-blossom', 'marshmallows', 'musk', 'orchid', 'romashka'];[];[];https://aromo.ru/fragrance/ladanika-charovnitsa-perfume-extract-parfum-extrait-de-parfum-2287688/
Melancholy Love;PerfumeBox;Парфюмерная вода;5,0;2 оценки;;;[];['fruit', 'floral'];[];['ambra', 'bamboo', 'white-tea', 'bergamot', 'grusha', 'lemon', 'list-i-buton-chernoj-smorodiny', 'lotos', 'reven'];[];['bergamot', 'reven', 'bamboo', 'white-tea', 'grusha', 'lemon', 'lotos', 'ambra'];https://aromo.ru/fragrance/perfumebox-melancholy-love-perfume-water-eau-de-parfum-2350502/
Musta;Nakuna Helsinki;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'east'];['kozha', 'spices'];['ladan', 'musk', 'coal'];['ambra', 'myrrh', 'pachuli', 'vanil'];[];https://aromo.ru/fragrance/nakuna-helsinki-musta-perfume-water-eau-de-parfum-2287119/
Enjoy;Agatha Paris;Парфюмерная вода;5,0;2 оценки;;;[];['citrus', 'green', 'gourmet'];['mandarin'];['reven'];['vanil'];['mandarin', 'vanil'];https://aromo.ru/fragrance/enjoy/
#355 Poirot L;Le Ré Noir;Парфюмерная вода;5,0;2 оценки;;;[];['wood', 'fruit'];[];['white-flowers', 'geliotrop', 'grusha', 'ilang-ilang', 'musk', 'peach', 'champagne', 'vetiver'];[];['champagne', 'grusha', 'ilang-ilang', 'musk', 'peach'];https://aromo.ru/fragrance/le-r-noir-355-poirot-l-perfume-water-eau-de-parfum-2083823/
Parade du Soir;Plumages;Парфюмерная вода;5,0;2 оценки;;;[];['east'];['ginger', 'cardamom', 'pepper'];['ilang-ilang', 'iris', 'orchid', 'sliva'];['immortelle', 'myrrh', 'sandal'];[];https://aromo.ru/fragrance/plumages-parade-du-soir-perfume-water-eau-de-parfum-1939679/
Ambre soleil;Incarna Parfums;Духи / Экстракт;5,0;2 оценки;;;[];['amber', 'green'];['apelsinovyj-cvet-flerdoranzh', 'bitter-orange', 'mimosa', 'honeysuckle'];['bergamot', 'elemi', 'neroli'];['ambra', 'drevesnyje-noty', 'woodyamber', 'myrrh'];['ambra', 'apelsinovyj-cvet-flerdoranzh', 'bergamot', 'drevesnyje-noty', 'woodyamber', 'mimosa', 'myrrh', 'neroli', 'honeysuckle'];https://aromo.ru/fragrance/incarna-parfums-ambre-soleil-perfume-extract-parfum-extrait-de-parfum-1957895/
Tuberosa;Michele Bianchi;Парфюмерная вода;5,0;2 оценки;;;[];['chypre', 'floral'];[];['bergamot', 'dubovyj-moh', 'geliotrop', 'ilang-ilang', 'mod', 'musk', 'tuberoza', 'jasmine'];[];['geliotrop', 'ilang-ilang', 'mod', 'musk', 'tuberoza', 'jasmine'];https://aromo.ru/fragrance/michele-bianchi-tuberosa-perfume-water-eau-de-parfum-2201311/
Kalahari;Noème;Духи / Экстракт;5,0;2 оценки;;;[];[];[];[];[];['ambretta', 'kedr', 'incenses', 'cardamom', 'labdanum', 'musk', 'saffron'];https://aromo.ru/fragrance/noeme-kalahari-2345246/
Le Fruit Amer;Art Deco Perfumes;Парфюмерная вода;5,0;2 оценки;;;[];['chypre', 'fruit', 'floral'];['bergamot', 'galbanum', 'neroli'];['gvozdika', 'ilang-ilang', 'cinnamon', 'osmantus', 'peach', 'rose', 'jasmine'];['ambra', 'dubovyj-moh', 'musk', 'opopanax', 'pachuli', 'toluansky-balm', 'vanil'];['bergamot', 'dubovyj-moh', 'galbanum', 'cinnamon', 'opopanax', 'pachuli', 'peach'];https://aromo.ru/fragrance/art-deco-perfumes-le-fruit-amer-perfume-water-eau-de-parfum-2028795/
Química de Humor Natura;Natura;Туалетная вода;5,0;2 оценки;;;[];['fern', 'wood'];['basil', 'nagarmota', 'granat', 'grapefruit', 'ginger', 'cardamom', 'pepper', 'pink-pepper'];['white-cedar', 'violet', 'coriander', 'lavender'];['ambra', 'copaiba-balsam', 'white-cedar', 'labdanum', 'pachuli'];[];https://aromo.ru/fragrance/natura-qu_mica-de-humor-natura-toilet-water-eau-de-toilette-2012613/
Mora;Araxi;;5,0;2 оценки;;;[];[];[];[];[];[];https://aromo.ru/fragrance/araxi-mora-2300969/
DCCLIII Per La Donna;Carlo Colucci;Парфюмерная вода;5,0;2 оценки;;;[];['musk', 'wood', 'floral'];[];['ambra', 'cloves', 'cinnamon', 'raspberry', 'musk', 'rose', 'sandal'];[];[];https://aromo.ru/fragrance/carlo-colucci-dccliii-per-la-donna-perfume-water-eau-de-parfum-2071575/
Figue Amour;Bastide;Туалетная вода;5,0;2 оценки;;;[];['fruit', 'floral'];['bergamot', 'cardamom', 'pink-pepper'];['violet', 'inzhir', 'iris'];['drevesnyje-noty', 'musk', 'sandal'];[];https://aromo.ru/fragrance/bastide-figue-amour-toilet-water-eau-de-toilette-1112127/
Juliet;Aurora Scents;Парфюмерная вода;5,0;2 оценки;;;[];['floral'];['citruses', 'peony'];['osmantus', 'rose'];['pachuli', 'sandal'];[];https://aromo.ru/fragrance/aurora-scents-juliet-perfume-water-eau-de-parfum-2294415/
Ailes de Papillon;Esquisse Parfum;Парфюмерная вода;5,0;2 оценки;;;[];['green', 'floral', 'east'];['bergamot', 'grapefruit', 'green-notes', 'jasmine'];['cashmeran', 'linden-blossom', 'pachuli', 'rezeda', 'vanil'];['ambra', 'drevesnyje-noty', 'galbanum', 'musk'];['linden-blossom', 'musk', 'vanil', 'green-notes', 'jasmine'];https://aromo.ru/fragrance/esquisse-parfum-ailes-de-papillon-perfume-water-eau-de-parfum-1567523/
Красное и золотое;Art Deco Perfumes;Парфюмерная вода;5,0;2 оценки;;;[];['east'];[];['ambra', 'bergamot', 'heliotropine', 'cloves', 'iris', 'cognac', 'lily-of-the-valley', 'neroli', 'pachuli', 'palisander', 'rose', 'sandal', 'jasmine'];[];['ambra', 'bergamot', 'heliotropine', 'cloves', 'cognac', 'lily-of-the-valley', 'neroli', 'pachuli', 'rose', 'sandal'];https://aromo.ru/fragrance/art-deco-perfumes-krasnoe-i-zolotoe-perfume-water-eau-de-parfum-1587305/
La Lanterne Rouge;Auphorie;Духи / Экстракт;5,0;2 оценки;;;[];['east'];[];['brazilian-mahogany', 'finiki', 'jablonevyj-cvet', 'red-orange', 'osmantus', 'peony', 'ambergris', 'yagody-godzhi'];[];[];https://aromo.ru/fragrance/auphorie-la-lanterne-rouge-1289677/
Mariee;Esquisse Parfum;Парфюмерная вода;5,0;2 оценки;;;[];['floral', 'aldehyde', 'powdery'];['aldehydes', 'grapefruit', 'green-notes'];['drevesnyje-noty', 'gardenija', 'jasmine', 'lily'];['ambra', 'musk'];['aldehydes', 'ambra', 'drevesnyje-noty', 'gardenija', 'grapefruit', 'musk', 'green-notes', 'jasmine', 'lily'];https://aromo.ru/fragrance/esquisse-parfum-mariee-perfume-water-eau-de-parfum-1840209/
2018 Eau de Parfum;M. Asam;Парфюмерная вода;5,0;2 оценки;;;[];['fruit', 'floral'];['orange', 'calabrian-bergamot'];['apelsinovyj-cvet-flerdoranzh', 'peach', 'rose', 'tsvetok-imbirya'];['ambra', 'benzoin', 'cashmeran', 'salt', 'vanil'];[];https://aromo.ru/fragrance/m-asam-2018-eau-de-parfum-perfume-water-eau-de-parfum-1249775/
Роза в коньяке;Art Deco Perfumes;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'floral', 'gourmet'];[];['elemi', 'cognac', 'pachuli', 'pepper', 'rose', 'seno', 'tabak', 'toluansky-balm', 'vanil'];[];['elemi', 'cognac', 'rose', 'tabak', 'toluansky-balm', 'vanil'];https://aromo.ru/fragrance/art-deco-perfumes-roza-v-konyake-perfume-water-eau-de-parfum-1587293/
Iris Macchiato;Auphorie;Духи / Экстракт;5,0;2 оценки;;;[];['gourmet'];[];['benzoin', 'tonka-bean', 'iris', 'espresso', 'musk', 'pachuli', 'sandal', 'vanil'];[];[];https://aromo.ru/fragrance/auphorie-iris-macchiato-perfume-extract-parfum-extrait-de-parfum-1547333/
Day Off;Nōse;Парфюмерная вода;5,0;2 оценки;;;[];['floral', 'chypre'];['pepper', 'tuberoza'];['benzoin', 'ladan', 'virginia-cedar'];['ambra', 'dubovyj-moh', 'labdanum'];['benzoin', 'tuberoza', 'virginia-cedar'];https://aromo.ru/fragrance/n-se-day-off-2345361/
Presente & Futuro;Antiqua Firenze;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'wood', 'east'];['orange', 'artemizija-polyn', 'cloves', 'saffron'];['ilang-ilang', 'pachuli'];['ambra', 'kozha', 'musk'];[];https://aromo.ru/fragrance/antiqua-presente-_-futuro-656021/
Kallisto;Ajmal;Парфюмерная вода;5,0;2 оценки;;;[];['east'];['floral-notes'];['fruity-notes', 'spices'];['musk', 'sandal'];[];https://aromo.ru/fragrance/ajmal-kallisto-perfume-water-eau-de-parfum-510936/
Sweet Basil + Bergamot;Waters + Wild;Парфюмерная вода;5,0;2 оценки;;;[];['citrus'];[];['anise', 'basil', 'kedr', 'rose', 'calabrian-bergamot'];[];[];https://aromo.ru/fragrance/waters-wild-sweet-basil-_-bergamot-531807/
Ae By Adelfo Enriquez For Him;Zermat;;5,0;2 оценки;;;[];['green'];['grapefruit', 'cardamom'];['inzhir', 'nutmeg'];['drevesnyje-noty', 'musk'];[];https://aromo.ru/fragrance/zermat-ae-by-adelfo-enriquez-for-him-486578/
Wolf;Zermat;;5,0;2 оценки;;;[];['fern', 'spicy'];['grapefruit', 'whiskey'];['cardamom', 'lavender', 'timjan'];['drevesnyje-noty', 'kozha'];[];https://aromo.ru/fragrance/zermat-wolf-543353/
The Decay of the Angel;Timothy Han Edition Perfumes;Парфюмерная вода;5,0;2 оценки;;;[];['musk', 'wood', 'floral'];['ilang-ilang', 'ladan', 'mandarin', 'neroli', 'rose'];['akacija', 'juniper', 'zhasmin-sambak'];['atlas-cedar', 'tonka-bean', 'labdanum', 'pachuli', 'oud'];[];https://aromo.ru/fragrance/timothy-han-edition-perfumes-the-decay-of-the-angel-perfume-water-eau-de-parfum-591551/
Neon Rose;Floral Street;Парфюмерная вода;5,0;2 оценки;;;[];['floral'];['bergamot', 'black-currant', 'jablonevyj-cvet', 'sichuan-pepper'];['cyclamen', 'dagil', 'mozhzhevelnik-plody', 'rose', 'jasmine'];['ambra', 'white-cedar', 'peach'];['ambra', 'mozhzhevelnik-plody', 'peach', 'sichuan-pepper'];https://aromo.ru/fragrance/floral-street-neon-rose-710487/
Happiness;Zermat;;5,0;2 оценки;;;[];['gourmet'];['grusha', 'mandarin'];['violet', 'jasmine'];['ambra', 'coffee', 'vanil'];[];https://aromo.ru/fragrance/zermat-happiness-802123/
Winter Classic For Men;Abercrombie & Fitch;Одеколон;5,0;2 оценки;;;[];['fern', 'wood'];[];['drevesnyje-noty', 'juniper', 'sandal'];[];[];https://aromo.ru/fragrance/abercrombie--fitch-winter-classic-for-men-cologne-eau-de-cologne-839607/
Pacific Shore;Hollister;Одеколон;5,0;2 оценки;;;[];['citrus', 'wood'];[];['ambra', 'needles-cedar', 'mandarin'];[];[];https://aromo.ru/fragrance/hollister-pacific-shore-539530/
Precious;Bonanza Satrangi;Парфюмерная вода;5,0;2 оценки;;;[];['spicy', 'east'];['coffee', 'vanil'];['orange', 'kedr'];['white-flowers', 'spices'];[];https://aromo.ru/fragrance/bonanza-satrangi-precious-557849/
Essencial Elixir Masculino;Natura;Туалетная вода;5,0;2 оценки;;;[];['wood', 'aromatic'];['black-currant', 'grapefruit', 'cardamom', 'lemon', 'mandarin', 'juniper', 'pepper', 'pink-pepper', 'sage'];['violet', 'geranium', 'kozha', 'lavender'];['benzoin', 'dubovyj-moh', 'kedr', 'cognac', 'musk', 'pachuli', 'sandal', 'vanil', 'vetiver'];[];https://aromo.ru/fragrance/natura-essencial-elixir-masculino-toilet-water-eau-de-toilette-1694363/
Aflora Flor de Amendoas;Eudora;;5,0;2 оценки;;;[];['fruit', 'floral'];['citruses'];['cvetok-mindala'];['drevesnyje-noty'];[];https://aromo.ru/fragrance/eudora-aflora-flor-de-amendoas-477386/
Emerald Cristal;Bella Bellissima;Духи / Экстракт;5,0;2 оценки;;;[];['fruit', 'floral'];['abrikos', 'bergamot', 'gourmand-notes', 'list-i-buton-chernoj-smorodiny', 'mandarin'];['apelsinovyj-cvet-flerdoranzh', 'ilang-ilang', 'labdanum', 'pepper', 'rose'];['ambra', 'tonka-bean', 'moss', 'oud', 'vanil'];[];https://aromo.ru/fragrance/bella-bellissima-emerald-cristal-672121/
