name;brand;type;rating_value;rating_count;year;segment;perfumers;families;top_notes;middle_notes;bottom_notes;users_notes;url
Omnia Coral;Bvlgari;Туалетная вода;4,6;87 оценок;2012;suite;alberto-morillas;fruit, floral;bergamot, yagody-godzhi;gibiskus, granat, water-lily;kedr, musk;granat, gibiskus, water-lily, bergamot, kedr, musk, yagody-godzhi;https://aromo.ru/fragrance/bvlgari-omnia-coral-toilet-water-eau-de-toilette-78264/
Tresor;Lancôme;Парфюмерная вода;4,6;86 оценок;1990;suite;sophia-grojsman, charles-boussiquet;floral, east;ananas, bergamot, cvetok-abrikosa, lily-of-the-valley, peach, siren;geliotrop, iris, rose, jasmine;abrikos, ambra, musk, sandal, vanil;peach, abrikos, musk, sandal, jasmine, ambra, iris, vanil, ananas, lily-of-the-valley, rose, bergamot, cvetok-abrikosa, siren, geliotrop;https://aromo.ru/fragrance/lancome-tresor-perfume-water-eau-de-parfum-93441/
Memoir Woman;Amouage;Парфюмерная вода;4,6;84 оценки;2010;niche;;chypre;artemizija-polyn, cardamom, mandarin, pink-pepper;white-flowers, drevesnyje-noty, cloves, ladan, pepper, rose, jasmine;dubovyj-moh, kastoreum, kozha, musk, styrax;ladan, white-flowers, drevesnyje-noty, cloves, kozha, musk, pepper, jasmine, artemizija-polyn, cardamom, kastoreum, pink-pepper, dubovyj-moh, mandarin;https://aromo.ru/fragrance/amouage-memoir-woman-perfume-water-eau-de-parfum-73175/
Khaltat Night;Attar Collection;Парфюмерная вода;4,6;83 оценки;2015;niche;;fruit, east, gourmet;jabloko-krasnoje, vishna;vanil, jasmine;ambra, cloves, cinnamon, musk, pachuli;vishna, cinnamon, cloves, vanil, musk, pachuli, ambra, jabloko-krasnoje, jasmine;https://aromo.ru/fragrance/attar-collection-khaltat-night-perfume-water-eau-de-parfum-61672/
Black Saffron;Byredo;Парфюмерная вода;4,6;80 оценок;;;;spicy, east;grapefruit, mozhzhevelnik-plody, saffron;violet, kozha, rose;cashmeran, raspberry, vetiver;raspberry, kozha, saffron, rose, violet, grapefruit, mozhzhevelnik-plody, vetiver, cashmeran;https://aromo.ru/fragrance/byredo-black-saffron-perfume-water-eau-de-parfum-44289/
Areej;Attar Collection;Парфюмерная вода;4,6;8 оценок;;;;floral, east, powdery;white-flowers, magnolija, damask-rose-rosa-damascena;benzoin, list-fialki, talk, vanil;ambra, white-musk, powdery-notes;vanil, damask-rose-rosa-damascena, talk, white-flowers, magnolija, powdery-notes, ambra, white-musk, benzoin, list-fialki;https://aromo.ru/fragrance/attar-collection-areej-perfume-water-eau-de-parfum-2413457/
2 Wood;Dsquared²;Туалетная вода;4,6;8 оценок;;;;wood;cedrat, lemon, pink-pepper;cypress, fir, vetiver;ambra, musk, vulcanolide;lemon, fir, ambra, cedrat, cypress, pink-pepper, vetiver;https://aromo.ru/fragrance/2-wood/
Bana Banana;L'Artisan Parfumeur;Парфюмерная вода;4,6;8 оценок;;;;floral;list-fialki, nutmeg, sladkiy-perets;iris, tsvetok-banana, jasmine;ambra, tonka-bean, musk;tonka-bean, tsvetok-banana, jasmine, ambra, iris, nutmeg, list-fialki, musk, sladkiy-perets;https://aromo.ru/fragrance/lartisan-parfumeur-bana-banana-perfume-water-eau-de-parfum-1810309/
Awake;Akro;Парфюмерная вода;4,6;8 оценок;;;;spicy, east;;cardamom, coffee, lemon, vetiver;;coffee, cardamom, vetiver, lemon;https://aromo.ru/fragrance/akro-awake-perfume-water-eau-de-parfum-1664731/
You Or Someone Like You;Etat Libre d`Orange;;4,6;8 оценок;;;;citrus, aromatic;anise, bergamot, grapefruit, mint;hedione-gedion, list-i-buton-chernoj-smorodiny, rose, green-notes;musk;green-notes, anise, hedione-gedion, list-i-buton-chernoj-smorodiny, mint, grapefruit;https://aromo.ru/fragrance/etat-libre-dorange-you-or-someone-like-you-424494/
Micro Love;Jusbox;Парфюмерная вода;4,6;8 оценок;;;;fern, wood;jabloko, neroli, ozone;violet, cinnamon, clary-sage;white-cedar, ambergris, zamsha;white-cedar, ozone, violet, neroli, clary-sage, ambergris, jabloko, cinnamon, zamsha;https://aromo.ru/fragrance/jusbox-micro-love-perfume-water-eau-de-parfum-73509/
B9;Bond No. 9;Парфюмерная вода;4,6;8 оценок;;;;aromatic, fern;;ambra, gardenija, musk, saffron;;ambra, gardenija, musk, saffron;https://aromo.ru/fragrance/bond-no-9-b9-perfume-water-eau-de-parfum-42484/
Muse;Oriflame;Туалетная вода;4,6;8 оценок;;;;floral;bergamot, pink-pepper, green-notes;violet, rose, siren;musk, sandal, virginia-cedar;violet, pink-pepper, siren;https://aromo.ru/fragrance/oriflame-muse-toilet-water-eau-de-toilette-75388/
Vivara Variazioni - Acqua 330;Emilio Pucci;Туалетная вода;4,6;8 оценок;;;;water, floral;list-fialki, morskije-noty;frangipani, jasmine;musk;frangipani, morskije-noty;https://aromo.ru/fragrance/emilio-pucci-acqua-330-toilet-water-eau-de-toilette-37836/
Le Parfum;Sonia Rykiel;Туалетная вода;4,6;8 оценок;;;;wood, east;aldehydes, orange, bergamot, hinoki, klubnika, raspberry, marakuja, mimosa, peach;gvozdika, iris, mod, osmantus, rose, tuberoza, jasmine;ambra, benzoin, tonka-bean, dubovyj-moh, pachuli, styrax, vanil, vetiver;mod, peach, marakuja, pachuli, styrax, vanil;https://aromo.ru/fragrance/sonia-rykiel-le-parfum-perfume-water-eau-de-parfum-68353/
Fath de Fath;Jacques Fath;Духи / Экстракт;4,6;8 оценок;;;;east;bergamot, black-currant, grusha, list-i-buton-chernoj-smorodiny, mandarin, peach, sliva, tangerine, green-notes;apelsinovyj-cvet-flerdoranzh, geliotrop, lily-of-the-valley, rose, tuberoza, jasmine;ambra, benzoin, tonka-bean, kedr, musk, pachuli, vanil;ambra, benzoin, geliotrop, musk, peach, rose, sliva, tuberoza;https://aromo.ru/fragrance/jacques-fath-fath-de-fath-perfume-extract-parfum-extrait-de-parfum-56945/
Aguas De №10 Vainilla Seductora;Victorio & Lucchino;Туалетная вода;4,6;8 оценок;2018;premium;;east, gourmet;clementine, raspberry, reven;violet, frezija, jasmine;musk, sahar, sandal, vanil;;https://aromo.ru/fragrance/victorio--lucchino-no10-vainilla-seductora-toilet-water-eau-de-toilette-1250139/
Signature;Oriflame;Туалетная вода;4,6;8 оценок;2008;mass-market;;fern, spicy, wood;grusha, nektarin, pepper;white-cedar, guajak, nutmeg;ambra, musk, vanil, vetiver;nutmeg, nektarin, vanil, ambra, pepper, vetiver;https://aromo.ru/fragrance/oriflame-signature-toilet-water-eau-de-toilette-88240/
Christian Lacroix Nuit for Men;Avon;Туалетная вода;4,6;8 оценок;2011;mass-market;pascal-gaurin;wood, east;bergamot, lavender, tabak;violet, cypress;drevesnyje-noty, iris, resins;tabak, violet, cypress, lavender;https://aromo.ru/fragrance/avon-christian-lacroix-nuit-for-men-toilet-water-eau-de-toilette-48317/
Green Picnic;Demeter;Одеколон;4,6;8 оценок;2017;mass-market;;citrus;orange, grapefruit;akacija, lemongrass;mint;lemongrass, grapefruit, mint;https://aromo.ru/fragrance/demeter-fragrance-green-picnic-cologne-eau-de-cologne-520063/
'90;Mila Schon;Парфюмерная вода;4,6;8 оценок;2009;mass-market;;fruit, floral;bergamot, morskije-noty, nutmeg, tangerine;dyna, peach, peony, jasmine;ambra, musk, virginia-cedar;;https://aromo.ru/fragrance/mila-schon-90-perfume-water-eau-de-parfum-37435/
Alibi;Oscar de la Renta;Парфюмерная вода;4,6;8 оценок;2021;suite;;sweet, floral;mandarin, tsvetok-imbirya;geliotrop, vanilnaja-orkhideja, voda;ambra, drevesnyje-noty, musk, praline;vanilnaja-orkhideja, geliotrop, praline, mandarin, ambra, musk;https://aromo.ru/fragrance/alibi/
Kn I;Korloff Paris;Туалетная вода;4,6;8 оценок;2008;suite;;floral;ananas, black-currant, mint;frezija, lily-of-the-valley, morskije-noty, peony, rose;ambra, kedr, musk;frezija, kedr, mint, morskije-noty, musk, peony, ananas, black-currant, lily-of-the-valley;https://aromo.ru/fragrance/korloff-paris-kn-i-toilet-water-eau-de-toilette-66702/
Oud Malaki;Chopard;Парфюмерная вода;4,6;8 оценок;2012;suite;dominique-ropion, caroline-scheufele;spicy, wood, east;artemizija-polyn, grapefruit, lavender;kozha, spices, tabak;drevesnyje-noty, ambergris, oud;kozha, lavender, spices, tabak, oud;https://aromo.ru/fragrance/chopard-oud-malaki-perfume-water-eau-de-parfum-79260/
Bottega Veneta Pour Homme;Bottega Veneta;Туалетная вода;4,6;8 оценок;2013;suite;antoine-maisondieu, daniela-roche-andrier, thomas-mayer;leather, spicy, aromatic;juniper, pine, calabrian-bergamot;allspice, clary-sage, fir-resin;kozha, labdanum, pachuli;allspice, kozha, juniper, fir-resin, pine;https://aromo.ru/fragrance/bottega-veneta-bottega-veneta-pour-homme-toilet-water-eau-de-toilette-45530/
Armani Eau de Cedre;Giorgio Armani;Туалетная вода;4,6;8 оценок;2015;suite;mathilde-bijaoui;leather, wood;bergamot, citruses, sage;cardamom, list-fialki, cumin;chaj, drevesnyje-noty, kedr, zamsha;drevesnyje-noty, kedr, zamsha;https://aromo.ru/fragrance/giorgio-armani-armani-eau-de-cedre-toilet-water-eau-de-toilette-53540/
Aire;Loewe;Туалетная вода;4,6;8 оценок;1985;suite;olivier-cresp;floral;aldehydes, basil, bergamot, galbanum, ilang-ilang, kalendula-ili-nogotki, karamel, mandarin, neroli, peach, ptitgrejn-list-citrusovyh, tangerine, green-notes, jasmine;ambra, cyclamen, gvozdika, iris, ladan, lily-of-the-valley, rose, jasmine;white-cedar, dubovyj-moh, musk, sandal, vanil, vetiver;aldehydes, cyclamen, gvozdika, kalendula-ili-nogotki, ladan, lily-of-the-valley, green-notes, ambra, basil, white-cedar, bergamot, dubovyj-moh, galbanum, ilang-ilang, iris, karamel, mandarin, musk, neroli, peach, ptitgrejn-list-citrusovyh, rose, sandal, tangerine, vanil, vetiver, jasmine;https://aromo.ru/fragrance/loewe-aire-toilet-water-eau-de-toilette-38725/
Baiser Fou;Cartier;Парфюмерная вода;4,6;8 оценок;2017;suite;;fruit, floral, gourmet;raspberry;orchid;belyj-shokolad, vanil;;https://aromo.ru/fragrance/cartier-baiser-fou-perfume-water-eau-de-parfum-380220/
Bottega Veneta Pour Homme Parfum;Bottega Veneta;Парфюмерная вода;4,6;8 оценок;2017;suite;daniela-roche-andrier, antoine-maisondieu, thomas-mayer;leather, spicy, aromatic;white-cedar, cardamom;firbalsam, red-pepper;tonka-bean, kozha, labdanum;;https://aromo.ru/fragrance/bottega-veneta-bottega-veneta-pour-homme-parfum-perfume-water-eau-de-parfum-384841/
Burberry Brit Rhythm Intense;Burberry;Туалетная вода;4,6;8 оценок;2015;suite;;east, aromatic;artemizija-polyn, bergamot, inzhir, pepper, sage, caraway;ambra, basil, kozha, lavender, mint, pachuli;tonka-bean, guajak, cashmeran, kozha, coumarin, sandal, vanil;artemizija-polyn, kozha, bergamot, tonka-bean, inzhir, coumarin, mint, pepper, vanil;https://aromo.ru/fragrance/burberry-burberry-brit-rhythm-intense-toilet-water-eau-de-toilette-45882/
Eternity Eau Fresh;Calvin Klein;Парфюмерная вода;4,6;8 оценок;2020;suite;olivier-gillotin, sonia-constant;fruit, floral;bergamot, black-currant, grusha;peony, rose, jasmine;ambra, musk, pachuli;black-currant, grusha, musk, peony, jasmine;https://aromo.ru/fragrance/calvin-klein-eternity-eau-fresh-perfume-water-eau-de-parfum-2349756/
Velvet Plum;Lalique;Парфюмерная вода;4,6;8 оценок;2019;suite;valerie-garnuch-mentzel;floral, east;;geliotrop, iris, cashmeran, osmantus, pachuli, tuberoza, zamsha;;;https://aromo.ru/fragrance/lalique-velvet-plum-perfume-water-eau-de-parfum-2135911/
Muguet Porcelaine;Hermès;Туалетная вода;4,6;8 оценок;2016;suite;;green, floral;grusha, green-notes;hedione-gedion, lily-of-the-valley, neroli;animalisticheskie-noty, white-musk;white-musk, lily-of-the-valley, green-notes;https://aromo.ru/fragrance/hermes-muguet-porcelaine-toilet-water-eau-de-toilette-62389/
Pasha de Cartier Parfum;Cartier;Духи / Экстракт;4,6;8 оценок;2020;suite;;east;;ambra, liqueur, pachuli, sandal, fir-resin;;;https://aromo.ru/fragrance/cartier-pasha-de-cartier-parfum-2286081/
Shalimar Cologne;Guerlain;Туалетная вода;4,6;8 оценок;2015;suite;thierry-wasser;musk, citrus, floral;bergamot, citruses, grapefruit, lime;iris, pachuli, rose, vetiver, jasmine;white-musk, benzoin, kozha, ladan, sandal, vanil, civett;white-musk, citruses, iris, lime, rose, sandal, vanil, jasmine;https://aromo.ru/fragrance/guerlain-shalimar-cologne-toilet-water-eau-de-toilette-87778/
Aqua Allegoria Bouquet Numero 1;Guerlain;Туалетная вода;4,6;8 оценок;2010;suite;thierry-wasser;green, floral;;ambra, white-flowers, bergamot, citruses, fruity-notes, peach, trava, jasmine;;white-flowers, trava, ambra, bergamot, citruses, fruity-notes, peach, jasmine;https://aromo.ru/fragrance/guerlain-aqua-allegoria-bouquet-numero-1-toilet-water-eau-de-toilette-40801/
Bianco di Carrara;Salvatore Ferragamo;Туалетная вода;4,6;8 оценок;2013;suite;;fruit, east;white-pepper, neroli;inzhir, vetiver;tonka-bean, musk;;https://aromo.ru/fragrance/salvatore-ferragamo-bianco-di-carrara-toilet-water-eau-de-toilette-1552031/
A*Men Pure Wood;Mugler;Туалетная вода;4,6;8 оценок;2014;suite;thierry-mugler;wood, east;;oak, cypress, coffee, pachuli, vanil;;oak, coffee, pachuli, vanil;https://aromo.ru/fragrance/mugler-a_men-pure-wood-toilet-water-eau-de-toilette-39876/
Very Irresistible Eau de Parfum;Givenchy;Парфюмерная вода;4,6;8 оценок;2005;suite;dominique-ropion, sophie-labbe, carlos-benaim;floral;star-anise, grusha, zelenoje-jabloko;magnolija, peony, rose;ambra, pachuli, rose, sandal, vanil;star-anise, pachuli, rose, vanil;https://aromo.ru/fragrance/givenchy-very-irresistible-eau-de-parfum-perfume-water-eau-de-parfum-442087/
Frosted Apple;Victoria's Secret;Ароматная дымка;4,6;8 оценок;2015;suite;;fruit, gourmet;;jabloko, molochnyj-muss;;;https://aromo.ru/fragrance/victorias-secret-frosted-apple-fragrant-haze-fragrance-mist-59298/
Burberry Brit New Year Edition For Men;Burberry;Туалетная вода;4,6;8 оценок;2010;suite;antoine-maisondieu;spicy, east;laurel, mandarin, nutmeg;kedr, rose, pine;tonka-bean, ladan;;https://aromo.ru/fragrance/burberry-burberry-brit-new-year-edition-for-men-toilet-water-eau-de-toilette-46095/
Rock'N'Rome;Bvlgari;Парфюмерная вода;4,6;8 оценок;2021;suite;jacques-cavallier;spicy, fruit, east;abrikos;osmantus, spices;benzoin, drevesnyje-noty, oriental-notes;abrikos, osmantus, oriental-notes, drevesnyje-noty, benzoin, spices;https://aromo.ru/fragrance/rocknrome/
Organza Eau de Toilette du Desert;Givenchy;Туалетная вода;4,6;8 оценок;2001;suite;;east;;ambra, drevesnyje-noty, gardenija, iris, kedr, nutmeg, tuberoza, vanil, green-notes, jasmine, honeysuckle;;;https://aromo.ru/fragrance/givenchy-organza-eau-de-toilette-du-desert-toilet-water-eau-de-toilette-442076/
Dream Angels Heavenly Luxe Edition;Victoria's Secret;Парфюмерная вода;4,6;8 оценок;2014;suite;;floral, east;;musk, peony, sandal, vanil;;;https://aromo.ru/fragrance/victorias-secret-dream-angels-heavenly-luxe-edition-perfume-water-eau-de-parfum-62166/
Passion Fruit;Demeter;Одеколон;4,6;8 оценок;;;;floral, fruit;;marakuja;;marakuja;https://aromo.ru/fragrance/demeter-fragrance-passion-fruit-cologne-eau-de-cologne-80208/
Velvet;Franck Boclet;Духи / Экстракт;4,6;8 оценок;2019;niche;;fruit, east;orange, bergamot;chernosliv, inzhir, peach;kedr, musk, saharnaja-vata, sandal;chernosliv, peach, saharnaja-vata, sandal, bergamot, inzhir;https://aromo.ru/fragrance/franck-boclet-velvet-perfume-extract-parfum-extrait-de-parfum-1950783/
Farah /  Harâm;Brecourt;Парфюмерная вода;4,6;8 оценок;2010;niche;;spicy, wood, east;bergamot, cinnamon, styrax;finiki, kedr, kozha, mod;benzoin, tonka-bean, labdanum, musk, pachuli;cinnamon, mod, benzoin, tonka-bean, styrax, bergamot, finiki, kedr, kozha, labdanum, musk, pachuli;https://aromo.ru/fragrance/brecourt-farah-_-har_m-perfume-water-eau-de-parfum-61860/
The Ruthless Countess Dorothea;Penhaligon's;Парфюмерная вода;4,6;8 оценок;2017;niche;;spicy, east;;bergamot, chaj, ginger, iris, cashmeran, cinnamon, vanil;;cinnamon, vanil, ginger, iris, bergamot, chaj;https://aromo.ru/fragrance/penhaligons-the-ruthless-countess-dorothea-perfume-water-eau-de-parfum-547699/
Severo;Jacques Zolty;Парфюмерная вода;4,6;8 оценок;2019;niche;;spicy, east;coca-cola, lime, rom;artemizija-polyn, birch, pepper;ambra, musk, vanil;coca-cola, lime, pepper, rom, vanil;https://aromo.ru/fragrance/jacques-zolty-severo-perfume-water-eau-de-parfum-1951225/
So Flowers;Montale;Парфюмерная вода;4,6;8 оценок;2010;niche;pierre-montale;floral;;hyacinth, ilang-ilang, iris, musk, rose, jasmine;;;https://aromo.ru/fragrance/montale-so-flowers-perfume-water-eau-de-parfum-88943/
Rose America;Une Nuit Nomade;Парфюмерная вода;4,6;8 оценок;2017;niche;;floral;raspberry, morskije-noty;gvozdika, rose;ambretta, geliotrop;morskije-noty, rose, raspberry, geliotrop, gvozdika;https://aromo.ru/fragrance/une-nuit-nomade-rose-america-perfume-water-eau-de-parfum-465049/
My Shadow on the Wall;Floraïku;Парфюмерная вода;4,6;8 оценок;2017;niche;;green, floral;list-fialki;mimosa;sandal;;https://aromo.ru/fragrance/flora-ku-my-shadow-on-the-wall-perfume-water-eau-de-parfum-537302/
Surprise;Floraïku;Парфюмерная вода;4,6;8 оценок;2019;niche;;east;;finiki, geliotrop, oud;;;https://aromo.ru/fragrance/flora-ku-surprise-perfume-water-eau-de-parfum-2241277/
Воздух Осени;Северное Сияние;Духи / Экстракт;4,6;8 оценок;1983;;;wood, floral;aldehydes, bergamot, zelenoje-jabloko, green-notes;artemizija-polyn, hrizantema, labdanum, sandal;ambra, musk, pachuli;artemizija-polyn, hrizantema, ambra, jabloko, musk, green-notes;https://aromo.ru/fragrance/severnoye-siyanie-vozdukh-oseni-96614/
Chance Eau Vive;Chanel;Туалетная вода;4,6;79 оценок;2015;suite;olivier-polge;musk, wood, floral;grapefruit, red-orange;white-musk, jasmine;white-musk, iris, vetiver;iris, white-musk, vetiver, grapefruit, red-orange, jasmine;https://aromo.ru/fragrance/chanel-chance-eau-vive-toilet-water-eau-de-toilette-47672/
London For Women;Burberry;Парфюмерная вода;4,6;79 оценок;2006;suite;dominique-ropion, jean-marc-chaillan;floral;rose, tangerine, honeysuckle;clementine, peony, tiare, jasmine;musk, pachuli, sandal;tangerine, tiare, jasmine, clementine, musk, honeysuckle, rose, peony;https://aromo.ru/fragrance/burberry-london-for-women-perfume-water-eau-de-parfum-70391/
Soleil de Capri;Montale;Парфюмерная вода;4,6;78 оценок;2007;niche;pierre-montale;fruit, floral;citruses, grapefruit, kumquat;white-flowers;musk, spices;citruses, white-flowers, grapefruit, kumquat, musk, spices;https://aromo.ru/fragrance/montale-soleil-de-capri-perfume-water-eau-de-parfum-89138/
L'Eau de Chloé;Chloé;Туалетная вода;4,6;77 оценок;2012;suite;michel-almairac;chypre, floral;aldehydes, bergamot, cedrat, grapefruit, peach;violet, frezija, lily-of-the-valley, magnolija, peony, rose, jasmine;ambra, dubovyj-moh, kedr, labdanum, musk, pachuli;rose, lily-of-the-valley, pachuli, bergamot, cedrat, musk, jasmine, violet, aldehydes, dubovyj-moh, frezija, grapefruit, magnolija, peony, kedr, peach;https://aromo.ru/fragrance/chloe-l_eau-de-chlo-toilet-water-eau-de-toilette-68572/
Love;Chloé;Парфюмерная вода;4,6;77 оценок;2010;suite;louise-turner, nathalie-gracia-cetto;floral, powdery;apelsinovyj-cvet-flerdoranzh, pink-pepper;geliotrop, hyacinth, iris, siren, visterija;musk, powdery-notes, ris;powdery-notes, iris, musk, geliotrop, pink-pepper, apelsinovyj-cvet-flerdoranzh, ris, hyacinth, siren, visterija;https://aromo.ru/fragrance/chloe-love-perfume-water-eau-de-parfum-70710/
Soir de Lune;Sisley;Парфюмерная вода;4,6;74 оценки;2006;suite;;chypre, floral;bergamot, coriander, lemon, mandarin, nutmeg;iris, lily-of-the-valley, mimosa, peach, rose, jasmine;dubovyj-moh, mod, musk, pachuli, sandal;dubovyj-moh, coriander, nutmeg, bergamot, peach, sandal, mimosa, mod, rose, iris, lemon, musk, pachuli, jasmine, mandarin, lily-of-the-valley;https://aromo.ru/fragrance/sisley-soir-de-lune-perfume-water-eau-de-parfum-89073/
Escentric 01;Escentric Molecules;Туалетная вода;4,6;74 оценки;2006;niche;;musk, wood, floral;yuzu, mandarin;mint, timjan;ambra, musk;yuzu, lemon, mint, pink-pepper, iso-e-super, mandarin, musk, timjan, ambra, iris;https://aromo.ru/fragrance/escentric-molecules-escentric-01-toilet-water-eau-de-toilette-55649/
Beauty;Calvin Klein;Парфюмерная вода;4,6;73 оценки;2010;suite;sophie-labbe;floral;ambretta;jasmine, lily;kedr;jasmine, lily, ambretta, kedr;https://aromo.ru/fragrance/calvin-klein-beauty-perfume-water-eau-de-parfum-43283/
Poison;Dior;Туалетная вода;4,6;72 оценки;1985;suite;edouard-flechier;floral;anise, coriander, lesnyje-jagody, palisander, sliva;apelsinovyj-cvet-flerdoranzh, gvozdika, cinnamon, ladan, mod, opopanax, rose, tuberoza, jasmine;ambra, geliotrop, musk, sandal, vanil, vetiver, virginia-cedar;sliva, tuberoza, ladan, jasmine, anise, coriander, rose, vanil, mod, musk, sandal, cinnamon, ambra, apelsinovyj-cvet-flerdoranzh, geliotrop, gvozdika, lesnyje-jagody, opopanax, cloves, palisander, vetiver;https://aromo.ru/fragrance/dior-poison-toilet-water-eau-de-toilette-81795/
Love in Paris;Nina Ricci;Парфюмерная вода;4,6;71 оценка;2004;suite;aurelien-guichard;fruit, floral;banan, bergamot, grusha, peach, peony, rose;abrikos, anise, violet, jasmine;drevesnyje-noty, musk;bergamot, drevesnyje-noty, grusha, abrikos, banan, musk, violet, peach, jasmine;https://aromo.ru/fragrance/nina-ricci-love-in-paris-perfume-water-eau-de-parfum-70738/
Tuscan Emotion;Ermanno Scervino;Парфюмерная вода;4,6;7 оценок;;;;floral;;bergamot, chaj, drevesnyje-noty, lemon, musk, peony, rose, zelenaya-grusha, jasmine;;bergamot, chaj, jasmine, peony, drevesnyje-noty, lemon, zelenaya-grusha;https://aromo.ru/fragrance/ermanno-scervino-tuscan-emotion-perfume-water-eau-de-parfum-2291381/
Siberie Mon Amour;Natura Siberica;Парфюмерная вода;4,6;7 оценок;;;;fern, spicy;artemizija-polyn, lemongrass, pepper;mint, rozmarin;ambra, musk;rozmarin, ambra, artemizija-polyn, lemongrass, limonnik, mint, musk, pepper;https://aromo.ru/fragrance/natura-siberica-siberie-mon-amour-perfume-water-eau-de-parfum-636033/
Rosa Greta;Eau D'Italie;Парфюмерная вода;4,6;7 оценок;;;;floral;white-tea, lichi;rose;ambroxan, kedr;white-tea, rose;https://aromo.ru/fragrance/eau-ditalie-rosa-greta-perfume-water-eau-de-parfum-480018/
Очи Черные;Ладаника;Духи / Экстракт;4,6;7 оценок;;;;floral, east;narciss, lily;hyacinth, tuberoza, jasmine;ambra, benzoin, cinnamon, styrax, civett;benzoin, hyacinth, narciss, tuberoza, civett, lily;https://aromo.ru/fragrance/ladanika-ochi-chernye-486919/
Ambre Noble;Zara;Туалетная вода;4,6;7 оценок;;;;amber, east;;ambra, bergamot, floral-notes, nutmeg, rose, saffron, oriental-notes;;;https://aromo.ru/fragrance/zara-ambre-noble-toilet-water-eau-de-toilette-39759/
XX ± Latex;UER MI;Парфюмерная вода;4,6;7 оценок;;;;aromatic;;indol-indole, morskije-noty, ozone, rose, saffron, vinyl;;vinyl, indol-indole, morskije-noty, ozone;https://aromo.ru/fragrance/uer-mi-xx-_-latex-perfume-water-eau-de-parfum-98106/
Oh Délice!;Isabel Derroisné / ID Parfums;Парфюмерная вода;4,6;7 оценок;;;;floral, gourmet;pink-pepper, vishna;rose, jasmine;tonka-bean, osmantus, praline, vanil;tonka-bean, osmantus, praline, rose, pink-pepper, vishna, jasmine;https://aromo.ru/fragrance/id-parfums-oh-d_lice-perfume-water-eau-de-parfum-78066/
Amber Mystique;Estée Lauder;Парфюмерная вода;4,6;7 оценок;;;;wood, east;cvetok-mandarina, ginger, coriander, pink-pepper;magnolija, orchid, jasmine, honeysuckle;elemi, cashmeran;;https://aromo.ru/fragrance/estee-lauder-amber-mystique-perfume-water-eau-de-parfum-39514/
Trussardi Uomo (2011);Trussardi;Туалетная вода;4,6;7 оценок;;;;fern;bergamot, galbanum, lemon, nutmeg;violet, geranium, clary-sage;dubovyj-moh, kozha, pachuli;;https://aromo.ru/fragrance/trussardi-trussardi-uomo-_2011-toilet-water-eau-de-toilette-94533/
Royal Oud;Creed;Парфюмерная вода;4,6;7 оценок;;;;fern, east;bergamot, lemon, pink-pepper;dagil, galbanum, kedr;musk, sandal, oud;;https://aromo.ru/fragrance/creed-royal-oud-perfume-water-eau-de-parfum-85590/
Surya - Bali;FiiLiT;Парфюмерная вода;4,6;7 оценок;;;;floral, east;;benzoin, bergamot, elemi, frangipani, ilang-ilang, ladan, pachuli, pink-pepper, sandal, jasmine;;bergamot, frangipani, ilang-ilang, cumin, benzoin, tonka-bean, elemi, ladan, lime, sandal, jasmine, white-musk, pink-pepper, vanil, pachuli;https://aromo.ru/fragrance/fiilit-surya-_-bali-perfume-water-eau-de-parfum-42733/
Aoud Meloki;Montale;Парфюмерная вода;4,6;7 оценок;;;;east, gourmet;;ambra, white-musk, white-cedar, karamel, sandal, oud, vanil;;;https://aromo.ru/fragrance/montale-aoud-meloki-perfume-water-eau-de-parfum-40602/
Baby;Tous;Одеколон;4,6;7 оценок;;;;fruit, floral;bergamot, mandarin, neroli;apelsinovyj-cvet-flerdoranzh, grusha, jabloko, rose;kedr, musk, ptitgrejn-list-citrusovyh;grusha, jabloko, kedr, musk, rose;https://aromo.ru/fragrance/tous-baby-cologne-eau-de-cologne-42554/
Patchouli Leaves;Montale;Парфюмерная вода;4,6;7 оценок;;;;wood, east;;ambra, labdanum, musk, pachuli, vanil;;;https://aromo.ru/fragrance/montale-patchouli-leaves-perfume-water-eau-de-parfum-80343/
Lyrical;Avon;Туалетная вода;4,6;7 оценок;;;;citrus, wood, floral;citruses, frezija, rose;lily-of-the-valley, lotos, orchid, tiare;musk, sandal, white-woods;frezija, lily-of-the-valley, lotos, musk, orchid, sandal, white-woods;https://aromo.ru/fragrance/avon-lyrical-toilet-water-eau-de-toilette-71367/
Mimosa;Acca Kappa;Одеколон;4,6;7 оценок;;;;floral;;bergamot, citruses, geliotrop, mimosa, mindal, sandal;;;https://aromo.ru/fragrance/acca-kappa-mimosa-73703/
Black;Koton;Парфюмерная вода;4,6;7 оценок;;;;spicy, wood;bergamot, dubovyj-moh, lemon, vinograd, zelenoje-jabloko;cloves, cinnamon;olive-tree-olive, kedr, sandal, vanil, vetiver;;https://aromo.ru/fragrance/koton-black-2327101/
Saint Petersburg;Новая Заря;Парфюмерная вода;4,6;7 оценок;;;;floral;bergamot, buton-chernoj-smorodiny, frezija;list-fialki, magnolija, mimosa, rose, jasmine;ambra, koren-fialki, musk, pachuli;list-fialki, pachuli, ambra, bergamot, buton-chernoj-smorodiny, mimosa, musk, rose, jasmine;https://aromo.ru/fragrance/novaya-zarya-saint-petersburg-perfume-water-eau-de-parfum-2001439/
